date	COM2.001: TC 110	COM2.001: TC 110	COM2.005: MPT 100	COM2.002: PPT 100
(YYYY-MM-DD hh:mm:ss)	P309: ActualSpd (Hz)	P316: DrvPower (W)	P740: Pressure (mbar)	P740: Pressure (mbar)
2022-04-18, 09:58:54	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:58:56	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:58:58	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:59:00	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:59:02	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:59:04	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:59:06	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:59:08	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:59:10	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:59:12	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:59:14	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:59:16	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:59:18	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:59:20	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:59:22	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:59:24	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:59:26	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:59:28	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:59:30	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:59:32	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:59:34	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:59:36	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:59:38	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:59:40	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:59:42	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:59:46	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:59:48	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:59:50	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:59:52	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:59:54	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:59:56	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:59:58	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:00:00	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:00:02	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:00:04	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:00:06	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:00:08	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:00:10	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:00:12	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:00:14	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:00:16	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:00:18	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:00:20	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:00:22	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:00:24	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:00:26	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:00:28	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:00:30	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:00:32	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:00:34	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:00:36	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:00:38	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:00:40	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:00:42	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:00:44	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:00:46	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:00:48	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:00:50	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:00:52	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:00:54	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:00:56	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:00:58	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:01:00	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:01:02	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:01:04	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:01:06	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:01:08	0 Hz	0 W	4,6E0 mbar	4,1E0 mbar
2022-04-18, 10:01:10	0 Hz	0 W	6,7E0 mbar	8,1E0 mbar
2022-04-18, 10:01:12	0 Hz	0 W	1,8E1 mbar	1,6E1 mbar
2022-04-18, 10:01:14	0 Hz	0 W	3,7E1 mbar	3,1E1 mbar
2022-04-18, 10:01:16	0 Hz	0 W	6,9E1 mbar	4,5E1 mbar
2022-04-18, 10:01:18	0 Hz	0 W	2E2 mbar	1,1E2 mbar
2022-04-18, 10:01:20	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:01:22	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2022-04-18, 10:01:24	0 Hz	0 W	1E3 mbar	3E2 mbar
2022-04-18, 10:01:26	0 Hz	0 W	1E3 mbar	2,6E2 mbar
2022-04-18, 10:01:28	0 Hz	0 W	1E3 mbar	2,6E2 mbar
2022-04-18, 10:01:30	0 Hz	0 W	1E3 mbar	2,4E2 mbar
2022-04-18, 10:01:32	0 Hz	0 W	1E3 mbar	2,3E2 mbar
2022-04-18, 10:01:34	0 Hz	0 W	1E3 mbar	2,3E2 mbar
2022-04-18, 10:01:36	0 Hz	0 W	1E3 mbar	2,3E2 mbar
2022-04-18, 10:01:38	0 Hz	0 W	1E3 mbar	2,3E2 mbar
2022-04-18, 10:01:40	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-18, 10:01:42	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-18, 10:01:44	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-18, 10:01:46	0 Hz	0 W	1E3 mbar	2,1E2 mbar
2022-04-18, 10:01:48	0 Hz	0 W	1E3 mbar	2,1E2 mbar
2022-04-18, 10:01:50	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:01:52	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:01:54	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:01:56	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:01:58	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:02:00	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:02:02	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:02:04	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:02:06	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:02:08	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:02:10	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:02:12	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:02:14	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:02:16	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:02:18	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:02:20	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:02:22	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:02:24	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:02:26	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:02:28	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:02:30	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:02:32	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:02:34	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:02:36	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:02:38	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:02:40	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:02:42	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:02:44	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:02:46	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:02:48	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:02:50	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:02:52	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:02:54	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:02:56	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:02:58	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:03:00	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:03:02	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:03:04	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:03:06	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:03:08	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:03:10	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:03:12	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:03:14	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:03:16	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:03:18	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:03:20	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:03:22	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:03:24	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:03:26	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:03:28	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:03:30	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:03:32	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:03:34	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:03:36	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:03:38	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:03:40	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:03:42	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:03:44	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:03:46	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:03:48	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:03:50	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:03:52	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:03:54	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:03:56	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:03:58	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:04:00	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:04:02	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:04:04	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:04:06	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:04:08	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:04:10	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:04:12	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:04:14	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:04:16	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:04:18	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:04:20	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:04:22	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:04:24	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:04:26	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:04:28	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:04:30	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:04:32	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:04:34	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:04:36	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:04:38	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:04:40	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:04:42	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:04:44	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:04:46	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:04:48	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:04:50	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:04:52	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:04:54	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:04:56	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:04:58	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:05:00	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:05:02	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:05:04	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:05:06	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:05:08	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:05:10	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:05:12	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:05:14	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:05:16	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:05:18	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:05:20	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:05:22	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:05:24	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-04-18, 10:05:26	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:05:28	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:05:30	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:05:32	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:05:34	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:05:36	0 Hz	0 W	1E3 mbar	1,8E2 mbar
2022-04-18, 10:05:38	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:05:40	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:05:42	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:05:44	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:05:46	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:05:48	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:05:50	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:05:52	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:05:54	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:05:56	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:05:58	0 Hz	0 W	1E3 mbar	1,8E2 mbar
2022-04-18, 10:06:00	0 Hz	0 W	1E3 mbar	1,8E2 mbar
2022-04-18, 10:06:02	0 Hz	0 W	1E3 mbar	1,8E2 mbar
2022-04-18, 10:06:04	0 Hz	0 W	1E3 mbar	1,8E2 mbar
2022-04-18, 10:06:06	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:06:08	0 Hz	0 W	1E3 mbar	1,8E2 mbar
2022-04-18, 10:06:10	0 Hz	0 W	1E3 mbar	1,8E2 mbar
2022-04-18, 10:06:12	0 Hz	0 W	1E3 mbar	1,8E2 mbar
2022-04-18, 10:06:14	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:06:16	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:06:18	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:06:20	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:06:22	0 Hz	0 W	1E3 mbar	1,8E2 mbar
2022-04-18, 10:06:24	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:06:26	0 Hz	0 W	1E3 mbar	1,8E2 mbar
2022-04-18, 10:06:28	0 Hz	0 W	1E3 mbar	1,8E2 mbar
2022-04-18, 10:06:30	0 Hz	0 W	1E3 mbar	1,8E2 mbar
2022-04-18, 10:06:32	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:06:34	0 Hz	0 W	1E3 mbar	1,8E2 mbar
2022-04-18, 10:06:36	0 Hz	0 W	1E3 mbar	1,8E2 mbar
2022-04-18, 10:06:38	0 Hz	0 W	1E3 mbar	1,8E2 mbar
2022-04-18, 10:06:40	0 Hz	0 W	1E3 mbar	1,8E2 mbar
2022-04-18, 10:06:42	0 Hz	0 W	1E3 mbar	1,8E2 mbar
2022-04-18, 10:06:44	0 Hz	0 W	1E3 mbar	1,8E2 mbar
2022-04-18, 10:06:46	0 Hz	0 W	1E3 mbar	1,8E2 mbar
2022-04-18, 10:06:48	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:06:50	0 Hz	0 W	1E3 mbar	1,8E2 mbar
2022-04-18, 10:06:52	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:06:54	0 Hz	0 W	1E3 mbar	1,8E2 mbar
2022-04-18, 10:06:56	0 Hz	0 W	1E3 mbar	1,8E2 mbar
2022-04-18, 10:06:58	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:07:00	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:07:02	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:07:04	0 Hz	0 W	1E3 mbar	1,8E2 mbar
2022-04-18, 10:07:06	0 Hz	0 W	1E3 mbar	1,8E2 mbar
2022-04-18, 10:07:08	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:07:10	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:07:12	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:07:14	0 Hz	0 W	1E3 mbar	1,8E2 mbar
2022-04-18, 10:07:16	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:07:18	0 Hz	0 W	1E3 mbar	1,8E2 mbar
2022-04-18, 10:07:20	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:07:22	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:07:24	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:07:26	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:07:28	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2022-04-18, 10:07:30	0 Hz	0 W	1E3 mbar	1,7E2 mbar
2022-04-18, 10:07:32	0 Hz	0 W	4,1E2 mbar	1,4E2 mbar
2022-04-18, 10:07:34	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:07:36	0 Hz	0 W	4,1E2 mbar	1,4E2 mbar
2022-04-18, 10:07:38	0 Hz	0 W	4,1E2 mbar	1,4E2 mbar
2022-04-18, 10:07:40	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:07:42	0 Hz	0 W	4,1E2 mbar	1,4E2 mbar
2022-04-18, 10:07:44	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:07:46	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:07:48	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:07:50	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:07:52	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:07:54	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:07:56	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:07:58	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:08:00	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:08:02	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:08:04	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:08:06	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:08:08	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:08:10	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:08:12	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:08:14	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:08:16	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:08:18	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:08:20	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:08:22	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:08:24	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:08:26	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:08:28	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:08:30	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:08:32	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:08:34	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:08:36	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:08:38	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:08:40	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:08:42	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:08:44	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:08:46	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:08:48	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:08:50	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:08:52	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:08:54	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:08:56	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:08:58	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:09:00	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:09:02	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:09:04	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:09:06	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:09:08	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:09:10	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:09:12	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:09:14	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:09:16	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:09:18	0 Hz	0 W	4,1E2 mbar	1,4E2 mbar
2022-04-18, 10:09:20	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:09:22	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:09:24	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:09:26	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:09:28	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:09:30	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:09:32	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:09:34	0 Hz	0 W	4,1E2 mbar	1,4E2 mbar
2022-04-18, 10:09:36	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:09:38	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:09:40	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:09:42	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:09:44	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:09:46	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:09:48	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:09:50	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
